tf	target	region	eregulon	gene_signature	region_signature	is_extended	regulation	importance_tf2g	rho_tf2g	importance_r2g	rho_r2g	triplet_rank	evidence_type
ATF3	ADA2	chr22:17243416-17243916	ATF3_extended_+/+	ATF3_extended_+/+_(3g)	ATF3_extended_+/+_(4r)	True	1	1.3577140922435391	0.2327734625087908	0.0435530173488539	0.2686806085851819	4	scenicplus_eregulon_extended
ATF3	CDC42EP1	chr22:37561016-37561516	ATF3_extended_+/+	ATF3_extended_+/+_(3g)	ATF3_extended_+/+_(4r)	True	1	4.091575654438224	0.1353139354823296	0.0076172748751643	0.068369643319384	8	scenicplus_eregulon_extended
ATF3	BACH1	chr21:29299854-29300354	ATF3_extended_+/+	ATF3_extended_+/+_(3g)	ATF3_extended_+/+_(4r)	True	1	2.5862812795194223	0.4142793953707628	0.0135341142913764	0.607470887074498	3	scenicplus_eregulon_extended
ATF3	BACH1	chr21:29217755-29218255	ATF3_extended_+/+	ATF3_extended_+/+_(3g)	ATF3_extended_+/+_(4r)	True	1	2.5862812795194223	0.4142793953707628	0.0109679979651264	0.6048726584815565	5	scenicplus_eregulon_extended
CHD2	ABCG1	chr21:42309602-42310102	CHD2_extended_+/+	CHD2_extended_+/+_(3g)	CHD2_extended_+/+_(5r)	True	1	1.7152270014912292	0.0677135138411777	0.0095074988633019	0.0793185531511425	13	scenicplus_eregulon_extended
CHD2	SON	chr21:33491421-33491921	CHD2_extended_+/+	CHD2_extended_+/+_(3g)	CHD2_extended_+/+_(5r)	True	1	0.7800474105318247	0.1372039262881023	0.0093131767263589	0.191108750936871	32	scenicplus_eregulon_extended
CHD2	ABCG1	chr21:42220109-42220609	CHD2_extended_+/+	CHD2_extended_+/+_(3g)	CHD2_extended_+/+_(5r)	True	1	1.7152270014912292	0.0677135138411777	0.0148765632418739	0.1033147250733699	12	scenicplus_eregulon_extended
CHD2	SON	chr21:33642668-33643168	CHD2_extended_+/+	CHD2_extended_+/+_(3g)	CHD2_extended_+/+_(5r)	True	1	0.7800474105318247	0.1372039262881023	0.0128092798350451	0.1677478015634986	19	scenicplus_eregulon_extended
CHD2	ITGB2	chr21:44874427-44874927	CHD2_extended_+/+	CHD2_extended_+/+_(3g)	CHD2_extended_+/+_(5r)	True	1	0.6709630412349229	0.1077166017479427	0.0104433518253504	0.304441461496173	15	scenicplus_eregulon_extended
FOS	ITSN1	chr21:33552034-33552534	FOS_extended_+/+	FOS_extended_+/+_(3g)	FOS_extended_+/+_(3r)	True	1	1.1712698642154704	0.2649292284784007	0.0053798553365401	0.2613529916469739	6	scenicplus_eregulon_extended
